model_name,train_accuracy,test_accuracy,precision_score_train,precision_score_test,recall_score_train,recall_score_test,f1_score_train,f1_score_test
AdaBoot_Classification,0.9762496547914941,0.9666837519220912,0.9795854271356784,0.9698375870069605,0.993312101910828,0.9922848664688427,0.9864010120177104,0.9809328248753301
DecisionTree_Classification,1.0,0.9728344438749359,1.0,0.9811320754716981,1.0,0.9875370919881306,1.0,0.9843241644483881
ExtraTree_Classification,1.0,0.9513070220399795,1.0,0.9606025492468134,1.0,0.9839762611275964,1.0,0.9721489299325711
KNN_Classification,0.9326152996409831,0.920041004613019,0.9286560094730609,0.915263443780554,0.9990445859872611,1.0,0.9625652040503221,0.9557572319909245
Logistic_Regression,0.9969621651477493,0.9784725781650435,0.9965090447476992,0.9767846778874056,1.0,0.998813056379822,0.9982514703544747,0.9876760563380281
Naive_Bayes,0.9897818282242474,0.9764223475140953,0.9930092151255163,0.9880881477069684,0.9952229299363057,0.9845697329376855,0.9941148401463336,0.9863258026159334
RandomForest_Classification,1.0,0.9718093285494618,1.0,0.9683908045977011,1.0,1.0,1.0,0.983941605839416
